X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X91,X94,X95,X96,X97,X98,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X136,X137,X138,X139,X140,X141,X142,X143,fiscal_year,X742,X736
Parc Downsview Park Inc.,2,1,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,2018-2019,0.2,22000
Parks Canada Agency,237,35,272,243,29,22,4,62,15,80,54,10,0,2,0,2,0,0,0,0,0,1,4,4,4,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7,17,0,0,0,2018-2019,11,1092005
Parole Board of Canada,35,1,36,35,1,8,0,5,12,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2018-2019,0.7,51122
Patented Medicine Prices Review Board,17,1,18,17,1,2,0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2018-2019,1,50000
Pierre Eliott Trudeau Foundation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.1,3025
Polar Knowledge Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Port Alberni Port Authority,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.75,50517
Prince Rupert Port Authority,4,0,4,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2018-2019,0.4,35000
Privy Council Office,578,279,857,632,225,300,66,51,69,92,0,34,50,0,4,2,0,253,0,0,0,34,0,0,0,1,0,196,0,0,2,0,0,9,1,0,0,0,0,0,0,12,99,0,95,32,0,0,0,2018-2019,30,2140209
Public Health Agency of Canada,99,70,169,109,60,27,5,14,3,33,17,22,3,1,7,0,0,3,4,1,0,0,0,0,0,1,0,0,3,2,1,16,0,0,0,0,0,0,0,0,0,1,12,2,17,8,0,0,0,2018-2019,3.61,371713
Public Prosecution Service of Canada,54,6,60,42,18,25,3,6,3,7,10,3,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2018-2019,2.45,217213
Public Safety Canada,473,93,566,467,99,197,23,11,24,44,174,35,42,3,12,4,2,35,68,26,77,8,7,14,20,66,0,50,1,3,37,0,0,0,2,0,0,0,0,0,6,1,33,1,26,5,0,0,0,2018-2019,11.78,986644
Public Sector Pension Investment Board,6,3,9,6,3,3,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2018-2019,0.66,56502
Public Service Commission of Canada,75,6,81,77,4,11,2,17,2,40,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,2018-2019,1.99,148018
Public Services and Procurement Canada,1144,328,1472,1178,294,355,14,220,50,300,205,132,7,0,0,1,0,60,2,5,0,0,0,0,0,18,0,8,0,0,28,0,1,0,0,0,0,0,0,0,1,1,249,1,172,8,0,0,0,2018-2019,33.91,4029347
Quebec Port Authority,10,0,10,10,0,4,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2018-2019,0.1,11000
RCMH-MRCF Inc. (Royal Canadian Mint),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Revera Inc. (Public Sector Pension Investment Board),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.1,20200
Ridley Terminals Inc.,7,0,7,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.05,13900
Royal Canadian Mint,12,6,18,13,5,1,1,1,2,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,0,0,2018-2019,1.35,116350
Royal Canadian Mounted Police,4436,3428,7864,4176,3688,305,80,940,152,2618,341,862,33,11,302,101,0,17,2,1,6,425,196,1,122,288,0,110,9,2,11,0,0,1,5,0,0,0,0,0,0,1,3,0,15,8,0,0,0,2018-2019,37,2978085
Royal Canadian Mounted Police External Review Committee,4,0,4,4,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.05,6000
Saguenay Port Authority,2,0,2,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.02,2000
Sahtu Land and Water Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Sahtu Land Use Planning Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Saint John Port Authority,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2018-2019,1,78000
Seaway International Bridge Corporation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.05,0
Security Intelligence Review Committee,3,0,3,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,2,60638
Sept-ÃŽles Port Authority,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.1,11500
Shared Services Canada,312,42,354,332,22,139,3,53,5,73,39,22,0,0,0,0,0,0,1,2,12,0,0,0,0,3,1,0,0,0,77,0,1,0,1,1,0,0,0,0,0,2,32,0,74,5,0,0,0,2018-2019,14.75,1200098
Social Sciences and Humanities Research Council,36,0,36,29,7,2,6,15,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,2018-2019,0.8,68883
St. John's Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Standards Council of Canada,89,24,113,91,22,32,4,51,0,2,0,0,21,19,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,18,0,4,10,0,0,0,2018-2019,2.25,377869
Statistics Canada,154,12,166,128,38,30,14,19,5,86,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,12,0,7,6,0,0,0,2018-2019,1.06,88204
Sustainable Development Technology Canada,7,0,7,6,1,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2018-2019,0.4,71611
Telefilm Canada,2,9,11,10,1,0,0,2,0,0,0,1,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,2018-2019,0.86,71046
The Fund for Railway Accidents Involving Designated Goods,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.02,1699
The National Battlefields Commission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Thunder Bay Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.01,250
Toronto Port Authority,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.3,2500
Transport Canada,1076,414,1490,1080,410,396,23,228,65,214,150,221,19,9,10,5,4,47,57,10,12,4,2,1,8,27,1,25,0,0,98,1,0,0,1,0,0,0,0,0,3,6,161,8,112,52,0,0,0,2018-2019,19.38,1504006
Transportation Safety Board of Canada,88,15,103,73,30,16,2,47,3,20,0,4,2,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,27,0,10,2,0,0,0,2018-2019,4.18,368021
Treasury Board of Canada Secretariat,564,150,714,518,196,283,11,43,31,111,85,31,0,0,0,0,0,15,5,9,1,0,1,0,0,3,0,8,0,0,27,0,0,1,0,0,0,0,0,0,0,0,42,0,39,8,0,0,0,2018-2019,15.81,939864
Trois-RiviÃ¨res Port Authority,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Vancouver Fraser Port Authority,9,1,10,9,1,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2018-2019,1.1,45000
Veterans Affairs Canada,364,23,387,349,38,50,3,26,9,249,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,34,0,0,0,1,0,0,0,0,0,2,3,15,1,16,2,0,0,0,2018-2019,8.49,649767
Veterans Review and Appeal Board,8,0,8,6,2,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.75,53087
VIA Rail Canada,21,3,24,18,6,10,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,0,0,2018-2019,0.5,51650
Western Economic Diversification Canada,15,0,15,10,5,8,0,3,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,2018-2019,1.1,99051
Windsor Port Authority,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
Windsor-Detroit Bridge Authority,3,3,6,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0.45,27041
Yukon Environment Socio-Economic Assessment Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,1,0
Yukon Surface Rights Board,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018-2019,0,0
